MunicipalityCode,IndicatorColumn,Theme,Value,ValueParsed,Municipality,Province,MIIF_Category,Latitude,Longitude
NW396,PCT_WATER,Infrastructure,42.34107053361776,42.34107053361776,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,PCT_SAN,Infrastructure,62.16368294209958,62.16368294209958,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,PCT_ELEC,Infrastructure,58.126825937980456,58.126825937980456,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,REV_PC,Finance,50.306850722725706,50.306850722725706,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,GRANT_PCT,Finance,6.565453059250746,6.565453059250746,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,SURPLUS_PCT,Finance,21.086417609666327,21.086417609666327,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,POV_PCT,Poverty,14.922237279772943,14.922237279772943,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,GINI,Poverty,49.550673872515986,49.550673872515986,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,HIV_PCT,Health,38.413038835001025,38.413038835001025,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,MORT_CHILD,Health,7.189751327388105,7.189751327388105,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,MURDER,Safety,31.22511573977545,31.22511573977545,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,CRIME,Safety,5.117753285624431,5.117753285624431,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,AUDIT_CLEAN,Governance,33.936870238604804,33.936870238604804,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW396,UNAUTH_PCT,Governance,1.8925499202563074,1.8925499202563074,Lekwa-Teemane,NW,B4,-26.7339901279922,25.93101790603719
NW397,POP_2022,Demographics,60.57654986769226,60.57654986769226,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,POP_DENSITY,Demographics,57.55925252068147,57.55925252068147,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,POP_GROWTH_PCT,Demographics,88.15896986693764,88.15896986693764,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,PCT_WATER,Infrastructure,66.95746578994685,66.95746578994685,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,PCT_SAN,Infrastructure,41.54171488354994,41.54171488354994,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,PCT_ELEC,Infrastructure,66.36140186548971,66.36140186548971,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,REV_PC,Finance,22.04672238109643,22.04672238109643,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,GRANT_PCT,Finance,30.750547926378292,30.750547926378292,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,SURPLUS_PCT,Finance,56.6628506415022,56.6628506415022,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,POV_PCT,Poverty,6.835006745041454,6.835006745041454,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,GINI,Poverty,49.25678430132234,49.25678430132234,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,HIV_PCT,Health,29.594734157631585,29.594734157631585,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,MORT_CHILD,Health,52.02614110306527,52.02614110306527,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,MURDER,Safety,28.44527283905473,28.44527283905473,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,CRIME,Safety,58.48496274910377,58.48496274910377,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,AUDIT_CLEAN,Governance,50.386548473347794,50.386548473347794,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW397,UNAUTH_PCT,Governance,78.00731833762661,78.00731833762661,Kagisano/Molopo,NW,B1,-27.149847393243878,25.894921696418724
NW403,POP_2022,Demographics,30.134690682032442,30.134690682032442,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,POP_DENSITY,Demographics,14.627143900770674,14.627143900770674,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,POP_GROWTH_PCT,Demographics,25.062282883454344,25.062282883454344,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,PCT_WATER,Infrastructure,3.1152720596653722,3.1152720596653722,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,PCT_SAN,Infrastructure,38.1227450941088,38.1227450941088,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,PCT_ELEC,Infrastructure,41.79700492630545,41.79700492630545,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,REV_PC,Finance,79.38392073385636,79.38392073385636,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,GRANT_PCT,Finance,17.563280187911907,17.563280187911907,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,SURPLUS_PCT,Finance,24.644108526496346,24.644108526496346,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,POV_PCT,Poverty,18.484829511235688,18.484829511235688,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,GINI,Poverty,34.242274022624485,34.242274022624485,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,HIV_PCT,Health,37.63381068959227,37.63381068959227,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,MORT_CHILD,Health,28.932503111429785,28.932503111429785,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,MURDER,Safety,51.72651833746065,51.72651833746065,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,CRIME,Safety,17.66040992490445,17.66040992490445,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,AUDIT_CLEAN,Governance,49.723480957814246,49.723480957814246,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW403,UNAUTH_PCT,Governance,40.769957072821654,40.769957072821654,City of Matlosana,NW,C1,-27.427411242628892,26.468093050006086
NW404,POP_2022,Demographics,44.75940160202107,44.75940160202107,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,POP_DENSITY,Demographics,38.70126718485709,38.70126718485709,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,POP_GROWTH_PCT,Demographics,93.53335517462739,93.53335517462739,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,PCT_WATER,Infrastructure,28.65982698515841,28.65982698515841,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,PCT_SAN,Infrastructure,50.958663539368295,50.958663539368295,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,PCT_ELEC,Infrastructure,29.99561859515735,29.99561859515735,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,REV_PC,Finance,80.71241497242612,80.71241497242612,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,GRANT_PCT,Finance,62.73652657598407,62.73652657598407,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,SURPLUS_PCT,Finance,31.43300242317712,31.43300242317712,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,POV_PCT,Poverty,55.25189986862457,55.25189986862457,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,GINI,Poverty,50.153914425531106,50.153914425531106,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,HIV_PCT,Health,34.667504760505224,34.667504760505224,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,MORT_CHILD,Health,60.163284344563465,60.163284344563465,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,MURDER,Safety,52.786107822088205,52.786107822088205,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,CRIME,Safety,49.31397427771905,49.31397427771905,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,AUDIT_CLEAN,Governance,44.161605775153426,44.161605775153426,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW404,UNAUTH_PCT,Governance,53.62108985199303,53.62108985199303,Maquassi Hills,NW,B2,-26.07602500747028,25.67374133284852
NW405,POP_2022,Demographics,34.58775322984919,34.58775322984919,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,POP_DENSITY,Demographics,31.181866660500347,31.181866660500347,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,POP_GROWTH_PCT,Demographics,17.17968168024873,17.17968168024873,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,PCT_WATER,Infrastructure,63.87532481524985,63.87532481524985,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,PCT_SAN,Infrastructure,8.991601133029057,8.991601133029057,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,PCT_ELEC,Infrastructure,38.5527243775949,38.5527243775949,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,REV_PC,Finance,23.595185153971343,23.595185153971343,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,GRANT_PCT,Finance,65.190945388986,65.190945388986,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,SURPLUS_PCT,Finance,11.930349255523186,11.930349255523186,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,POV_PCT,Poverty,15.294734764793358,15.294734764793358,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,GINI,Poverty,10.603638734763493,10.603638734763493,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,HIV_PCT,Health,36.46930101901221,36.46930101901221,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,MORT_CHILD,Health,2.5389868086271647,2.5389868086271647,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,MURDER,Safety,20.429430104844677,20.429430104844677,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,CRIME,Safety,13.0473164570857,13.0473164570857,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,AUDIT_CLEAN,Governance,34.808427082561806,34.808427082561806,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
NW405,UNAUTH_PCT,Governance,19.995702824874748,19.995702824874748,JB Marks,NW,C1,-26.518272831080463,24.595039017100063
CPT,POP_2022,Demographics,5.238865121362938,5.238865121362938,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,POP_DENSITY,Demographics,56.71218805948117,56.71218805948117,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,POP_GROWTH_PCT,Demographics,8.846662032301214,8.846662032301214,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,PCT_WATER,Infrastructure,50.93887380056431,50.93887380056431,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,PCT_SAN,Infrastructure,20.97918352024391,20.97918352024391,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,PCT_ELEC,Infrastructure,67.03142755790851,67.03142755790851,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,REV_PC,Finance,49.99101077852292,49.99101077852292,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,GRANT_PCT,Finance,14.839042582519436,14.839042582519436,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,SURPLUS_PCT,Finance,16.658348955793873,16.658348955793873,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,POV_PCT,Poverty,47.110504104486196,47.110504104486196,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,GINI,Poverty,29.752437385796664,29.752437385796664,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,HIV_PCT,Health,31.61314985957269,31.61314985957269,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,MORT_CHILD,Health,60.44477723544196,60.44477723544196,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,MURDER,Safety,20.02622253260087,20.02622253260087,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,CRIME,Safety,36.82587544350909,36.82587544350909,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,AUDIT_CLEAN,Governance,54.09255587304612,54.09255587304612,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
CPT,UNAUTH_PCT,Governance,51.182349767712005,51.182349767712005,City of Cape Town,WC,B4,-34.47817383013267,18.253110539923934
DC1,POP_2022,Demographics,36.80774664958655,36.80774664958655,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,POP_DENSITY,Demographics,34.22188238294684,34.22188238294684,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,POP_GROWTH_PCT,Demographics,5.223690749581365,5.223690749581365,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,PCT_WATER,Infrastructure,18.875100146696084,18.875100146696084,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,PCT_SAN,Infrastructure,46.36718453149467,46.36718453149467,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,PCT_ELEC,Infrastructure,37.242356221155276,37.242356221155276,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,REV_PC,Finance,41.49854157132453,41.49854157132453,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,GRANT_PCT,Finance,60.78507219268121,60.78507219268121,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,SURPLUS_PCT,Finance,16.25353781875451,16.25353781875451,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,POV_PCT,Poverty,35.276393955347004,35.276393955347004,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,GINI,Poverty,43.77421926822436,43.77421926822436,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,HIV_PCT,Health,25.916801248509678,25.916801248509678,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,MORT_CHILD,Health,68.62954227854834,68.62954227854834,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,MURDER,Safety,58.17173603226295,58.17173603226295,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,CRIME,Safety,45.80266654177511,45.80266654177511,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,AUDIT_CLEAN,Governance,75.88463558657173,75.88463558657173,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC1,UNAUTH_PCT,Governance,10.022094407797155,10.022094407797155,West Coast,WC,B3,-34.43606651071343,18.75719824131533
DC2,POP_2022,Demographics,49.84547437788636,49.84547437788636,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,POP_DENSITY,Demographics,57.32673937868122,57.32673937868122,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,POP_GROWTH_PCT,Demographics,31.70889906412156,31.70889906412156,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,PCT_WATER,Infrastructure,56.01429083635457,56.01429083635457,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,PCT_SAN,Infrastructure,27.86835012424244,27.86835012424244,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,PCT_ELEC,Infrastructure,63.811146365485065,63.811146365485065,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,REV_PC,Finance,71.15669536257813,71.15669536257813,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,GRANT_PCT,Finance,55.44666802256657,55.44666802256657,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,SURPLUS_PCT,Finance,12.944043698701087,12.944043698701087,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,POV_PCT,Poverty,30.664129576679308,30.664129576679308,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,GINI,Poverty,61.294200064263215,61.294200064263215,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,HIV_PCT,Health,50.42397287024732,50.42397287024732,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,MORT_CHILD,Health,3.880052353849763,3.880052353849763,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,MURDER,Safety,74.8566076773648,74.8566076773648,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,CRIME,Safety,52.73313012507665,52.73313012507665,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,AUDIT_CLEAN,Governance,33.618506719999104,33.618506719999104,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC2,UNAUTH_PCT,Governance,69.89911195133328,69.89911195133328,Cape Winelands,WC,B1,-32.901351734626004,17.811692640285347
DC3,POP_2022,Demographics,26.44919974186202,26.44919974186202,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,POP_DENSITY,Demographics,26.23095764791571,26.23095764791571,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,POP_GROWTH_PCT,Demographics,47.167053020280726,47.167053020280726,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,PCT_WATER,Infrastructure,75.6207691848459,75.6207691848459,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,PCT_SAN,Infrastructure,72.47174355945774,72.47174355945774,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,PCT_ELEC,Infrastructure,47.194229978082134,47.194229978082134,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,REV_PC,Finance,49.247713177006396,49.247713177006396,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,GRANT_PCT,Finance,55.8299786416965,55.8299786416965,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,SURPLUS_PCT,Finance,14.86032649261302,14.86032649261302,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,POV_PCT,Poverty,52.882966743039646,52.882966743039646,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,GINI,Poverty,25.318530637129438,25.318530637129438,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,HIV_PCT,Health,46.369561335931614,46.369561335931614,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,MORT_CHILD,Health,35.45064744785326,35.45064744785326,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,MURDER,Safety,50.02416654228429,50.02416654228429,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,CRIME,Safety,42.3620693001292,42.3620693001292,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,AUDIT_CLEAN,Governance,21.46060541642599,21.46060541642599,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC3,UNAUTH_PCT,Governance,43.57783423410361,43.57783423410361,Overberg,WC,B3,-34.3187317020426,18.517724184154964
DC4,POP_2022,Demographics,42.84305904598526,42.84305904598526,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,POP_DENSITY,Demographics,38.91856696676908,38.91856696676908,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,POP_GROWTH_PCT,Demographics,27.948281075828408,27.948281075828408,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,PCT_WATER,Infrastructure,62.84323383860812,62.84323383860812,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,PCT_SAN,Infrastructure,36.22746258243322,36.22746258243322,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,PCT_ELEC,Infrastructure,38.75346600386213,38.75346600386213,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,REV_PC,Finance,50.889837881011374,50.889837881011374,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,GRANT_PCT,Finance,37.25185999393197,37.25185999393197,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,SURPLUS_PCT,Finance,12.03964493171593,12.03964493171593,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,POV_PCT,Poverty,18.766748275592448,18.766748275592448,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,GINI,Poverty,20.45758195963837,20.45758195963837,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,HIV_PCT,Health,45.218910517622334,45.218910517622334,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,MORT_CHILD,Health,22.93807337164388,22.93807337164388,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,MURDER,Safety,46.02356744563459,46.02356744563459,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,CRIME,Safety,32.97456351840546,32.97456351840546,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,AUDIT_CLEAN,Governance,55.76132140524369,55.76132140524369,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC4,UNAUTH_PCT,Governance,24.095665857586777,24.095665857586777,Garden Route,WC,C1,-33.09444192575019,17.788812843730046
DC5,POP_2022,Demographics,69.35229653135376,69.35229653135376,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,POP_DENSITY,Demographics,70.11770129070719,70.11770129070719,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,POP_GROWTH_PCT,Demographics,90.03203745262385,90.03203745262385,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,PCT_WATER,Infrastructure,25.86725387331444,25.86725387331444,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,PCT_SAN,Infrastructure,50.83183450893685,50.83183450893685,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,PCT_ELEC,Infrastructure,76.97032210777007,76.97032210777007,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,REV_PC,Finance,90.91792959557296,90.91792959557296,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,GRANT_PCT,Finance,64.80143025284161,64.80143025284161,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,SURPLUS_PCT,Finance,54.14591671157026,54.14591671157026,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,POV_PCT,Poverty,75.1423673734889,75.1423673734889,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,GINI,Poverty,77.37405350463366,77.37405350463366,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,HIV_PCT,Health,52.80676642665386,52.80676642665386,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,MORT_CHILD,Health,66.60614624355092,66.60614624355092,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,MURDER,Safety,83.61054524823939,83.61054524823939,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,CRIME,Safety,97.80917986548903,97.80917986548903,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,AUDIT_CLEAN,Governance,74.85209918470584,74.85209918470584,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
DC5,UNAUTH_PCT,Governance,60.882777933311864,60.882777933311864,Central Karoo,WC,A,-33.775481938846525,19.310649425406552
WC011,POP_2022,Demographics,28.918496479241835,28.918496479241835,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,POP_DENSITY,Demographics,41.147931143872455,41.147931143872455,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,POP_GROWTH_PCT,Demographics,27.686543150410998,27.686543150410998,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,PCT_WATER,Infrastructure,33.792809980447764,33.792809980447764,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,PCT_SAN,Infrastructure,8.842474709382504,8.842474709382504,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,PCT_ELEC,Infrastructure,55.941143929823184,55.941143929823184,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,REV_PC,Finance,7.19630545702643,7.19630545702643,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,GRANT_PCT,Finance,21.357764790939747,21.357764790939747,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,SURPLUS_PCT,Finance,31.951865217036275,31.951865217036275,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,POV_PCT,Poverty,69.81973759777277,69.81973759777277,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,GINI,Poverty,21.546340302953453,21.546340302953453,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,HIV_PCT,Health,16.679683720792074,16.679683720792074,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,MORT_CHILD,Health,18.983661653324123,18.983661653324123,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,MURDER,Safety,63.17794335222625,63.17794335222625,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,CRIME,Safety,26.24693987012043,26.24693987012043,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,AUDIT_CLEAN,Governance,9.945239757028261,9.945239757028261,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC011,UNAUTH_PCT,Governance,84.62577418319103,84.62577418319103,Matzikama,WC,C1,-34.72587957408963,17.75946539657708
WC012,POP_2022,Demographics,51.817641469832736,51.817641469832736,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,POP_DENSITY,Demographics,17.8803010132156,17.8803010132156,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,POP_GROWTH_PCT,Demographics,39.16164035650457,39.16164035650457,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,PCT_WATER,Infrastructure,41.349091321357236,41.349091321357236,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,PCT_SAN,Infrastructure,56.92250491811212,56.92250491811212,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,PCT_ELEC,Infrastructure,76.79004005645126,76.79004005645126,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,REV_PC,Finance,47.77103362558431,47.77103362558431,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,GRANT_PCT,Finance,29.204233939740785,29.204233939740785,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,SURPLUS_PCT,Finance,55.741688841964084,55.741688841964084,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,POV_PCT,Poverty,26.03494606274278,26.03494606274278,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,GINI,Poverty,19.333250080219415,19.333250080219415,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,HIV_PCT,Health,4.801822560871102,4.801822560871102,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,MORT_CHILD,Health,8.697432109991983,8.697432109991983,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,MURDER,Safety,22.071096877514563,22.071096877514563,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,CRIME,Safety,16.44420464598258,16.44420464598258,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,AUDIT_CLEAN,Governance,46.264730547494345,46.264730547494345,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC012,UNAUTH_PCT,Governance,16.011963483519295,16.011963483519295,Cederberg,WC,B3,-34.11180330323042,18.139705793572293
WC013,POP_2022,Demographics,32.87332604049488,32.87332604049488,Bergrivier,WC,C1,-33.49369935612317,18.520829859910418
WC013,POP_DENSITY,Demographics,9.121764508210685,9.121764508210685,Bergrivier,WC,C1,-33.49369935612317,18.520829859910418
