MunicipalityCode;IndicatorID;Year;ValueRaw;ValueParsed
EC155;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;3000.0;3000.0
LIM345;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2439.0;2439.0
FS182;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1413.0;1413.0
JHB;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;48068.0;48068.0
KZN293;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;538.0;538.0
KZN252;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;8357.0;8357.0
KZN286;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1445.0;1445.0
KZN265;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;525.0;525.0
KZN235;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1824.0;1824.0
KZN216;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2822.0;2822.0
KZN227;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;850.0;850.0
KZN434;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;107.0;107.0
KZN266;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1600.0;1600.0
KZN212;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1606.0;1606.0
KZN271;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;489.0;489.0
KZN284;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;801.0;801.0
KZN222;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;3072.0;3072.0
KZN221;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;3594.0;3594.0
KZN214;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;7066.0;7066.0
KZN245;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1013.0;1013.0
KZN435;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2215.0;2215.0
KZN213;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1650.0;1650.0
KZN262;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;985.0;985.0
LIM334;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;506.0;506.0
LIM366;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;5041.0;5041.0
KZN275;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;87.0;87.0
FS183;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;4349.0;4349.0
KZN285;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1088.0;1088.0
KZN226;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;300.0;300.0
GT421;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;90384.0;90384.0
GT423;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;4603.0;4603.0
GT484;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2219.0;2219.0
GT422;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;4541.0;4541.0
GT481;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;7469.0;7469.0
GT485;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;11248.0;11248.0
KZN263;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;6938.0;6938.0
KZN238;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1826.0;1826.0
KZN276;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;474.0;474.0
KZN254;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1365.0;1365.0
KZN261;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2742.0;2742.0
KZN253;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;154.0;154.0
KZN241;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1610.0;1610.0
ETH;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;594986.0;594986.0
KZN433;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;5229.0;5229.0
KZN224;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;2103.0;2103.0
KZN237;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1563.0;1563.0
KZN272;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;350.0;350.0
KZN292;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;13275.0;13275.0
KZN291;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;1813.0;1813.0
KZN294;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;6023.0;6023.0
KZN244;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;12374.0;12374.0
WC022;SOC_INDIGENT_HH_INDIGENT_HOUSEHOLDS_IDENTIFIED_BY_THE_MUNICIPALITIES_NUMBER;2022;3205.0;3205.0
LIM366;ECO_GINI_COEFFICIENT;2023;0.651083586029032;0.651083586029032
LIM355;ECO_GINI_COEFFICIENT;2023;0.648703825225129;0.648703825225129
LIM361;ECO_GINI_COEFFICIENT;2023;0.707241047092465;0.707241047092465
LIM362;ECO_GINI_COEFFICIENT;2023;0.739167129668764;0.739167129668764
LIM367;ECO_GINI_COEFFICIENT;2023;0.640018614064991;0.640018614064991
LIM471;ECO_GINI_COEFFICIENT;2023;0.593597064663863;0.593597064663863
LIM353;ECO_GINI_COEFFICIENT;2023;0.586797244003842;0.586797244003842
LIM473;ECO_GINI_COEFFICIENT;2023;0.574499630439907;0.574499630439907
LIM354;ECO_GINI_COEFFICIENT;2023;0.731744393670476;0.731744393670476
LIM472;ECO_GINI_COEFFICIENT;2023;0.612453733297708;0.612453733297708
LIM368;ECO_GINI_COEFFICIENT;2023;0.648407333027761;0.648407333027761
LIM351;ECO_GINI_COEFFICIENT;2023;0.579740731922105;0.579740731922105
KZN214;ECO_GINI_COEFFICIENT;2023;0.518334905459139;0.518334905459139
LIM344;ECO_GINI_COEFFICIENT;2023;0.609558907554246;0.609558907554246
NC076;ECO_GINI_COEFFICIENT;2023;0.58522625545963;0.58522625545963
NC075;ECO_GINI_COEFFICIENT;2023;0.589772167933745;0.589772167933745
NC074;ECO_GINI_COEFFICIENT;2023;0.603388138485493;0.603388138485493
NC073;ECO_GINI_COEFFICIENT;2023;0.603086115827967;0.603086115827967
NC072;ECO_GINI_COEFFICIENT;2023;0.577084673647844;0.577084673647844
NC071;ECO_GINI_COEFFICIENT;2023;0.585000280003771;0.585000280003771
NC066;ECO_GINI_COEFFICIENT;2023;0.652976609107878;0.652976609107878
NC065;ECO_GINI_COEFFICIENT;2023;0.636922234223768;0.636922234223768
NC064;ECO_GINI_COEFFICIENT;2023;0.560868763144424;0.560868763144424
NC077;ECO_GINI_COEFFICIENT;2023;0.576258295384526;0.576258295384526
NC062;ECO_GINI_COEFFICIENT;2023;0.616555254125003;0.616555254125003
NMA;ECO_GINI_COEFFICIENT;2023;0.738691618065061;0.738691618065061
BUF;ECO_GINI_COEFFICIENT;2023;0.717790476901329;0.717790476901329
EC444;ECO_GINI_COEFFICIENT;2023;0.601005836456971;0.601005836456971
EC442;ECO_GINI_COEFFICIENT;2023;0.590580796243479;0.590580796243479
EC441;ECO_GINI_COEFFICIENT;2023;0.575110049941627;0.575110049941627
EC157;ECO_GINI_COEFFICIENT;2023;0.67385955182389;0.67385955182389
EC156;ECO_GINI_COEFFICIENT;2023;0.579558905946423;0.579558905946423
EC155;ECO_GINI_COEFFICIENT;2023;0.540542866468917;0.540542866468917
EC154;ECO_GINI_COEFFICIENT;2023;0.547604423245757;0.547604423245757
NC061;ECO_GINI_COEFFICIENT;2023;0.585403965085597;0.585403965085597
EC145;ECO_GINI_COEFFICIENT;2023;0.677905415861177;0.677905415861177
NC078;ECO_GINI_COEFFICIENT;2023;0.561084734092216;0.561084734092216
NC084;ECO_GINI_COEFFICIENT;2023;0.593649734134928;0.593649734134928
FS193;ECO_GINI_COEFFICIENT;2023;0.581025810446661;0.581025810446661
FS192;ECO_GINI_COEFFICIENT;2023;0.640946408615963;0.640946408615963
FS191;ECO_GINI_COEFFICIENT;2023;0.578106745508736;0.578106745508736
FS185;ECO_GINI_COEFFICIENT;2023;0.572938631218169;0.572938631218169
FS184;ECO_GINI_COEFFICIENT;2023;0.629663447920631;0.629663447920631
FS183;ECO_GINI_COEFFICIENT;2023;0.600797196624772;0.600797196624772
FS182;ECO_GINI_COEFFICIENT;2023;0.584551975094344;0.584551975094344
FS181;ECO_GINI_COEFFICIENT;2023;0.561383024468631;0.561383024468631
FS163;ECO_GINI_COEFFICIENT;2023;0.604106176852219;0.604106176852219
NC082;ECO_GINI_COEFFICIENT;2023;0.571551161510722;0.571551161510722
FS162;ECO_GINI_COEFFICIENT;2023;0.64470203268541;0.64470203268541
NC453;ECO_GINI_COEFFICIENT;2023;0.685579191763586;0.685579191763586
NC452;ECO_GINI_COEFFICIENT;2023;0.597011861582552;0.597011861582552
NC451;ECO_GINI_COEFFICIENT;2023;0.568025865094886;0.568025865094886
NC094;ECO_GINI_COEFFICIENT;2023;0.565724160601485;0.565724160601485
NC093;ECO_GINI_COEFFICIENT;2023;0.527326939664951;0.527326939664951
NC092;ECO_GINI_COEFFICIENT;2023;0.505843314330419;0.505843314330419
NC087;ECO_GINI_COEFFICIENT;2023;0.635435476978206;0.635435476978206
NC086;ECO_GINI_COEFFICIENT;2023;0.670873203724998;0.670873203724998
NC085;ECO_GINI_COEFFICIENT;2023;0.656351722262264;0.656351722262264
FS161;ECO_GINI_COEFFICIENT;2023;0.615407050528353;0.615407050528353
EC142;ECO_GINI_COEFFICIENT;2023;0.554092074096767;0.554092074096767
EC141;ECO_GINI_COEFFICIENT;2023;0.563532595564319;0.563532595564319
EC139;ECO_GINI_COEFFICIENT;2023;0.65045103475305;0.65045103475305
WC047;ECO_GINI_COEFFICIENT;2023;0.541273823594717;0.541273823594717
WC045;ECO_GINI_COEFFICIENT;2023;0.537226090476152;0.537226090476152
WC044;ECO_GINI_COEFFICIENT;2023;0.560670717789118;0.560670717789118
WC043;ECO_GINI_COEFFICIENT;2023;0.570996956492953;0.570996956492953
WC042;ECO_GINI_COEFFICIENT;2023;0.524397320881934;0.524397320881934
WC041;ECO_GINI_COEFFICIENT;2023;0.488391404413622;0.488391404413622
WC033;ECO_GINI_COEFFICIENT;2023;0.520466214529724;0.520466214529724
WC032;ECO_GINI_COEFFICIENT;2023;0.558767716536126;0.558767716536126
WC031;ECO_GINI_COEFFICIENT;2023;0.489788329120389;0.489788329120389
WC048;ECO_GINI_COEFFICIENT;2023;0.576220062403304;0.576220062403304
WC034;ECO_GINI_COEFFICIENT;2023;0.508662929186297;0.508662929186297
WC025;ECO_GINI_COEFFICIENT;2023;0.527089404261914;0.527089404261914
WC024;ECO_GINI_COEFFICIENT;2023;0.598473679557673;0.598473679557673
WC023;ECO_GINI_COEFFICIENT;2023;0.588066381105522;0.588066381105522
WC022;ECO_GINI_COEFFICIENT;2023;0.500525060435613;0.500525060435613
WC015;ECO_GINI_COEFFICIENT;2023;0.546738676024968;0.546738676024968
WC014;ECO_GINI_COEFFICIENT;2023;0.556978253759419;0.556978253759419
WC013;ECO_GINI_COEFFICIENT;2023;0.51563800171822;0.51563800171822
WC012;ECO_GINI_COEFFICIENT;2023;0.486479428186449;0.486479428186449
WC011;ECO_GINI_COEFFICIENT;2023;0.528454153963792;0.528454153963792
WC026;ECO_GINI_COEFFICIENT;2023;0.502367645711857;0.502367645711857
WC051;ECO_GINI_COEFFICIENT;2023;0.51278260639684;0.51278260639684
WC052;ECO_GINI_COEFFICIENT;2023;0.519163037595923;0.519163037595923
WC053;ECO_GINI_COEFFICIENT;2023;0.494814961250355;0.494814961250355
EC138;ECO_GINI_COEFFICIENT;2023;0.622123585558281;0.622123585558281
EC135;ECO_GINI_COEFFICIENT;2023;0.562650149450392;0.562650149450392
EC131;ECO_GINI_COEFFICIENT;2023;0.676550192589644;0.676550192589644
EC129;ECO_GINI_COEFFICIENT;2023;0.585832195940799;0.585832195940799
EC126;ECO_GINI_COEFFICIENT;2023;0.549687819351483;0.549687819351483
EC124;ECO_GINI_COEFFICIENT;2023;0.571535279116779;0.571535279116779
EC123;ECO_GINI_COEFFICIENT;2023;0.594369871265573;0.594369871265573
EC122;ECO_GINI_COEFFICIENT;2023;0.568116176654223;0.568116176654223
EC121;ECO_GINI_COEFFICIENT;2023;0.616852530712927;0.616852530712927
EC109;ECO_GINI_COEFFICIENT;2023;0.570880116956633;0.570880116956633
EC108;ECO_GINI_COEFFICIENT;2023;0.699001857090585;0.699001857090585
EC106;ECO_GINI_COEFFICIENT;2023;0.574014129790348;0.574014129790348
EC105;ECO_GINI_COEFFICIENT;2023;0.671030273520888;0.671030273520888
EC104;ECO_GINI_COEFFICIENT;2023;0.695243090422229;0.695243090422229
EC102;ECO_GINI_COEFFICIENT;2023;0.629733179213826;0.629733179213826
EC101;ECO_GINI_COEFFICIENT;2023;0.679245381102862;0.679245381102862
CPT;ECO_GINI_COEFFICIENT;2023;0.613033165191823;0.613033165191823
FS194;ECO_GINI_COEFFICIENT;2023;0.539941530970226;0.539941530970226
LIM345;ECO_GINI_COEFFICIENT;2023;0.596657109567195;0.596657109567195
FS195;ECO_GINI_COEFFICIENT;2023;0.574319681617906;0.574319681617906
FS201;ECO_GINI_COEFFICIENT;2023;0.603394831271558;0.603394831271558
MP302;ECO_GINI_COEFFICIENT;2023;0.659773906191418;0.659773906191418
MP301;ECO_GINI_COEFFICIENT;2023;0.589230194235694;0.589230194235694
TSH;ECO_GINI_COEFFICIENT;2023;0.657216513410567;0.657216513410567
JHB;ECO_GINI_COEFFICIENT;2023;0.6456561410927;0.6456561410927
EKU;ECO_GINI_COEFFICIENT;2023;0.592956206032974;0.592956206032974
GT485;ECO_GINI_COEFFICIENT;2023;0.514876428518746;0.514876428518746
GT484;ECO_GINI_COEFFICIENT;2023;0.505528500822793;0.505528500822793
GT481;ECO_GINI_COEFFICIENT;2023;0.585888930420899;0.585888930420899
GT423;ECO_GINI_COEFFICIENT;2023;0.571331748338221;0.571331748338221
MP303;ECO_GINI_COEFFICIENT;2023;0.603739938155723;0.603739938155723
GT422;ECO_GINI_COEFFICIENT;2023;0.604706421654094;0.604706421654094
NW404;ECO_GINI_COEFFICIENT;2023;0.647492043297685;0.647492043297685
NW403;ECO_GINI_COEFFICIENT;2023;0.710482136396722;0.710482136396722
NW397;ECO_GINI_COEFFICIENT;2023;0.642782784758296;0.642782784758296
NW396;ECO_GINI_COEFFICIENT;2023;0.649024088823154;0.649024088823154
NW394;ECO_GINI_COEFFICIENT;2023;0.590531705678891;0.590531705678891
NW393;ECO_GINI_COEFFICIENT;2023;0.661714314872982;0.661714314872982
NW392;ECO_GINI_COEFFICIENT;2023;0.695131328658344;0.695131328658344
NW385;ECO_GINI_COEFFICIENT;2023;0.65116964813917;0.65116964813917
NW384;ECO_GINI_COEFFICIENT;2023;0.674991580321122;0.674991580321122
GT421;ECO_GINI_COEFFICIENT;2023;0.540913579672239;0.540913579672239
NW382;ECO_GINI_COEFFICIENT;2023;0.678735632034753;0.678735632034753
MP304;ECO_GINI_COEFFICIENT;2023;0.6582341730201;0.6582341730201
MP306;ECO_GINI_COEFFICIENT;2023;0.596813846850091;0.596813846850091
LIM341;ECO_GINI_COEFFICIENT;2023;0.613104763918735;0.613104763918735
LIM343;ECO_GINI_COEFFICIENT;2023;0.577219686819558;0.577219686819558
LIM335;ECO_GINI_COEFFICIENT;2023;0.626939511074107;0.626939511074107
LIM334;ECO_GINI_COEFFICIENT;2023;0.695882604969651;0.695882604969651
LIM333;ECO_GINI_COEFFICIENT;2023;0.621575530669863;0.621575530669863
LIM332;ECO_GINI_COEFFICIENT;2023;0.548545531975503;0.548545531975503
LIM331;ECO_GINI_COEFFICIENT;2023;0.572008188041648;0.572008188041648
MP326;ECO_GINI_COEFFICIENT;2023;0.680291379634163;0.680291379634163
MP325;ECO_GINI_COEFFICIENT;2023;0.506721219266866;0.506721219266866
MP305;ECO_GINI_COEFFICIENT;2023;0.66721220652016;0.66721220652016
MP324;ECO_GINI_COEFFICIENT;2023;0.532448681324464;0.532448681324464
MP316;ECO_GINI_COEFFICIENT;2023;0.521231617004248;0.521231617004248
MP314;ECO_GINI_COEFFICIENT;2023;0.624853356468424;0.624853356468424
MP313;ECO_GINI_COEFFICIENT;2023;0.724877786090045;0.724877786090045
MP312;ECO_GINI_COEFFICIENT;2023;0.712169614529811;0.712169614529811
EC136;ECO_GINI_COEFFICIENT;2023;0.712169614529811;0.712169614529811
MP311;ECO_GINI_COEFFICIENT;2023;0.621671624309665;0.621671624309665
MP307;ECO_GINI_COEFFICIENT;2023;0.740362366646334;0.740362366646334
MP321;ECO_GINI_COEFFICIENT;2023;0.612331567487871;0.612331567487871
NW381;ECO_GINI_COEFFICIENT;2023;0.565660754732232;0.565660754732232
NW375;ECO_GINI_COEFFICIENT;2023;0.624124286844713;0.624124286844713
NW374;ECO_GINI_COEFFICIENT;2023;0.662891675165949;0.662891675165949
KZN245;ECO_GINI_COEFFICIENT;2023;0.540282209101497;0.540282209101497
KZN244;ECO_GINI_COEFFICIENT;2023;0.483189744329817;0.483189744329817
KZN241;ECO_GINI_COEFFICIENT;2023;0.634293313351182;0.634293313351182
KZN238;ECO_GINI_COEFFICIENT;2023;0.600595493223917;0.600595493223917
KZN237;ECO_GINI_COEFFICIENT;2023;0.576988970987722;0.576988970987722
KZN235;ECO_GINI_COEFFICIENT;2023;0.56870492601951;0.56870492601951
KZN227;ECO_GINI_COEFFICIENT;2023;0.539128637884332;0.539128637884332
KZN226;ECO_GINI_COEFFICIENT;2023;0.532651734891419;0.532651734891419
KZN225;ECO_GINI_COEFFICIENT;2023;0.684607634024427;0.684607634024427
KZN252;ECO_GINI_COEFFICIENT;2023;0.63734448032755;0.63734448032755
KZN224;ECO_GINI_COEFFICIENT;2023;0.502062394303559;0.502062394303559
KZN222;ECO_GINI_COEFFICIENT;2023;0.694871922759762;0.694871922759762
KZN221;ECO_GINI_COEFFICIENT;2023;0.528505637041148;0.528505637041148
KZN212;ECO_GINI_COEFFICIENT;2023;0.586432679823565;0.586432679823565
KZN216;ECO_GINI_COEFFICIENT;2023;0.631057365660941;0.631057365660941
KZN213;ECO_GINI_COEFFICIENT;2023;0.520058324241227;0.520058324241227
MAN;ECO_GINI_COEFFICIENT;2023;0.698757108380203;0.698757108380203
FS205;ECO_GINI_COEFFICIENT;2023;0.573005639604935;0.573005639604935
FS204;ECO_GINI_COEFFICIENT;2023;0.708868166448996;0.708868166448996
FS203;ECO_GINI_COEFFICIENT;2023;0.588235897309041;0.588235897309041
KZN223;ECO_GINI_COEFFICIENT;2023;0.569281950874842;0.569281950874842
KZN253;ECO_GINI_COEFFICIENT;2023;0.618203217689979;0.618203217689979
KZN254;ECO_GINI_COEFFICIENT;2023;0.506495983061098;0.506495983061098
KZN263;ECO_GINI_COEFFICIENT;2023;0.615226149219723;0.615226149219723
NW373;ECO_GINI_COEFFICIENT;2023;0.697170956842395;0.697170956842395
NW371;ECO_GINI_COEFFICIENT;2023;0.495119913306206;0.495119913306206
ETH;ECO_GINI_COEFFICIENT;2023;0.678873609513608;0.678873609513608
KZN435;ECO_GINI_COEFFICIENT;2023;0.497348024640805;0.497348024640805
KZN434;ECO_GINI_COEFFICIENT;2023;0.546511197063574;0.546511197063574
KZN433;ECO_GINI_COEFFICIENT;2023;0.619753789939111;0.619753789939111
KZN293;ECO_GINI_COEFFICIENT;2023;0.460796855525042;0.460796855525042
KZN292;ECO_GINI_COEFFICIENT;2023;0.638168574256201;0.638168574256201
KZN291;ECO_GINI_COEFFICIENT;2023;0.513857268829196;0.513857268829196
KZN294;ECO_GINI_COEFFICIENT;2023;0.522855157976485;0.522855157976485
KZN285;ECO_GINI_COEFFICIENT;2023;0.545654839825143;0.545654839825143
KZN284;ECO_GINI_COEFFICIENT;2023;0.599231412598859;0.599231412598859
KZN286;ECO_GINI_COEFFICIENT;2023;0.576435226732009;0.576435226732009
KZN276;ECO_GINI_COEFFICIENT;2023;0.591136319047885;0.591136319047885
KZN275;ECO_GINI_COEFFICIENT;2023;0.594002433989416;0.594002433989416
KZN272;ECO_GINI_COEFFICIENT;2023;0.629708557321883;0.629708557321883
KZN271;ECO_GINI_COEFFICIENT;2023;0.550861977731305;0.550861977731305
KZN266;ECO_GINI_COEFFICIENT;2023;0.605551558732744;0.605551558732744
KZN265;ECO_GINI_COEFFICIENT;2023;0.575971152086036;0.575971152086036
KZN262;ECO_GINI_COEFFICIENT;2023;0.576894087898661;0.576894087898661
KZN261;ECO_GINI_COEFFICIENT;2023;0.563740332529802;0.563740332529802
FS196;ECO_GINI_COEFFICIENT;2023;0.62012369083546;0.62012369083546
LIM476;ECO_GINI_COEFFICIENT;2023;0.648975678132052;0.648975678132052
KZN434;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;77.30709;77.30709
KZN435;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;178133.5;178133.5
KZN435;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;79.87961;79.87961
ETH;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;2740919.0;2740919.0
NW373;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;48.78139;48.78139
NW371;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;151761.6;151761.6
NW371;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;69.80901;69.80901
NW373;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;276817.7;276817.7
KZN285;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;74133.86;74133.86
ETH;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;63.76404;63.76404
KZN434;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;101732.1;101732.1
KZN292;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;69.67364;69.67364
KZN433;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;54313.2;54313.2
KZN293;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;77.74746;77.74746
KZN293;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;129175.0;129175.0
KZN292;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;231996.3;231996.3
KZN291;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;64.17659;64.17659
KZN291;SOC_POVERTY_POVERTY_HEADCOUNT_UNDER_POVERTY_LINE_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;117964.3;117964.3
KZN294;SOC_POVERTY_POVERTY_HEADCOUNT_INDEX_SOUTH_AFRICAN_UPPER_BOUND_POVERTY_LINE;2023;78.72775;78.72775
