"MunicipalityCode";"IndicatorID";"Year";"IndicatorName";"Theme";"Source";"Normalization";"Polarity";"MunicipalityName";"ProvinceName";"MIIF_Category";"ProvinceAcronym";"DistrictName";"ValueRaw";"ValueParsed"
"WC047";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"55.00";"54.997759499649874"
"WC047";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"36.55";"36.54780434693579"
"WC047";"ANALYSIS_OF_DISPARITIES_IN_SERVICE_DELIVERY_BETWEEN_DIFFERENT_MUNICIPALITIES_SUCH_AS_URBAN_VERSUS_RURAL_AREAS_APPLY_T";"2024";"Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"58.92";"58.92039664617648"
"WC047";"PERCENTAGE_OF_THE_POPULATION_LIVING_BELOW_A_CERTAIN_INCOME_LEVEL_POVERTY_LINE";"2024";"Percentage of the population living below a certain income level (poverty line)";"Poverty";"Stats SA
Quantec";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"43.46";"43.45847351741064"
"WC047";"UNEMPLOYMENT_RATE_PER_MUNICIPALITY";"2024";"Unemployment rate per municipality";"Unemployment";"Stats SA
Quantec";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"34.12";"34.120590089970634"
"WC047";"GINI_COEFFICIENT_PER_MUNICIPALITY";"2024";"Gini-coefficient per municipality";"Inequality";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"45.64";"45.641686814672006"
"WC047";"HOUSEHOLD_INCOME_PER_MUNICIPALITY";"2024";"Household income per municipality";"Household Income";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"40.86";"40.86493681500622"
"WC047";"GDP_PER_MUNICIPALITY";"2024";"GDP per municipality";"Trade Balance";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"34.31";"34.312344807823955"
"WC047";"INFANT_MORTALITY_RATE";"2024";"Infant mortality rate";"Social And Health";"Stats SA
Quantec";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"49.12";"49.11971375423663"
"WC047";"LIFE_EXPECTANCY_RATE";"2024";"Life expectancy rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"51.50";"51.49649742665253"
"WC047";"CHILD_MORTALITY_RATE";"2024";"Child mortality rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"39.23";"39.23204129839367"
"WC047";"LITERACY_RATE_PER_MUNICIPALITY";"2024";"Literacy rate per municipality";"Education";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"60.87";"60.86532783684204"
"WC047";"CRIME_RATES";"2024";"Crime rates";"Safety And Security";"Stats SA
Quantec";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"38.78";"38.781290372675706"
"WC047";"LIFE_EXPECTANCY_PER_MUNICIPALITY";"2024";"Life expectancy per municipality";"Life Expectancy";"Stats SA
Quantec";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"40.61";"40.60812892889568"
"WC047";"TOTAL_POPULATION_PER_MUNICIPALITY";"2024";"Total population per municipality";"Population Dynamics";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"57.00";"57.000034142356995"
"WC047";"POPULATION_GROWTH_RATE_PER_MUNICIPALITY";"2024";"Population growth rate per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"48.35";"48.34740555885506"
"WC047";"POPULATION_DISTRIBUTION_PER_MUNICIPALITY_BLACK_AFRICAN_COLOUREDS_WHITE_INDIAN_OR_ASIAN";"2024";"Population distribution per municipality (Black African, Coloureds, White, Indian or Asian)";"Population Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"-1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"55.19";"55.192570163188456"
"WC047";"GENDER_DISTRIBUTION_PER_MUNICIPALITY_MALE_FEMALE";"2024";"Gender distribution per municipality (male / female)";"Gender Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"26.56";"26.564019100440056"
"WC047";"CHILDREN_POPULATION_PER_MUNICIPALITY";"2024";"Children population per municipality";"Age Structure";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"55.55";"55.546361789079704"
"WC047";"YOUTH_POPULATION_PER_MUNICIPALITY_15_34";"2024";"Youth population per municipality (15-34)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"61.10";"61.09698703256372"
"WC047";"ADULT_POPULATION_AGED_35_59_PER_MUNICIPALITY";"2024";"Adult population aged 35 – 59 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"49.33";"49.330989492549726"
"WC047";"POPULATION_AGED_ABOVE_60_PER_MUNICIPALITY";"2024";"Population aged above 60 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"55.14";"55.13739624134769"
"WC047";"WORKING_AGE_POPULATION_15_64_PER_MUNICIPALITY";"2024";"Working age population ( 15 – 64) per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"72.18";"72.18099266748821"
"WC047";"IN_MIGRATION_PER_MUNICIPALITY";"2024";"In-migration per municipality";"Migration";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"35.53";"35.52852087589325"
"WC047";"OUT_MIGRATION_PER_MUNICIPALITY";"2024";"Out-migration per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Bitou";"Western Cape";"B";"WC";"Garden Route";"41.09";"41.090618050093774"
"WC048";"TOTAL_NUMBER_OF_HOUSEHOLDS_PER_MUNICIPALITY";"2024";"Total number of households per municipality";"Household And Living Conditions";"General Household Survey (2024)
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"47.55";"47.547443468487785"
"WC048";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"50.50";"50.50089109510316"
"WC048";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"62.04";"62.035930117667405"
"WC048";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"53.75";"53.749208987233736"
"WC048";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"43.65";"43.65242627782663"
"WC048";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"43.26";"43.26295498992351"
"WC048";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"75.56";"75.56374437717882"
"WC048";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"30.51";"30.510230693911858"
"WC048";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"48.94";"48.94248836275932"
"WC048";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"45.04";"45.04473619146553"
"WC048";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"52.18";"52.17569689191565"
"WC048";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"42.84";"42.83927344924665"
"WC048";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"56.42";"56.416832844602816"
"WC048";"NUMBER_OF_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_ORGANOGRAM_EXCLUDING_SECTION_56_MANAGERS";"2024";"Number of managerial positions by province according to organogram (excluding Section 56 managers)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"29.14";"29.142574529428984"
"WC048";"NUMBER_OF_COUNCILLORS_PER_MUNICIPALITY";"2024";"Number of councillors per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"IEC
Non-financial census of municipalities for the year ended 30 June 2023";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"42.49";"42.48859010679104"
"WC048";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"55.97";"55.96525443111723"
"WC048";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"54.76";"54.75856146445095"
"WC048";"ANALYSIS_OF_DISPARITIES_IN_SERVICE_DELIVERY_BETWEEN_DIFFERENT_MUNICIPALITIES_SUCH_AS_URBAN_VERSUS_RURAL_AREAS_APPLY_T";"2024";"Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"51.22";"51.21621950715798"
"WC048";"PERCENTAGE_OF_THE_POPULATION_LIVING_BELOW_A_CERTAIN_INCOME_LEVEL_POVERTY_LINE";"2024";"Percentage of the population living below a certain income level (poverty line)";"Poverty";"Stats SA
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"43.96";"43.95606105047894"
"WC048";"UNEMPLOYMENT_RATE_PER_MUNICIPALITY";"2024";"Unemployment rate per municipality";"Unemployment";"Stats SA
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"57.68";"57.68418343499294"
"WC048";"GINI_COEFFICIENT_PER_MUNICIPALITY";"2024";"Gini-coefficient per municipality";"Inequality";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"27.27";"27.271882242796003"
"WC048";"HOUSEHOLD_INCOME_PER_MUNICIPALITY";"2024";"Household income per municipality";"Household Income";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"50.97";"50.96736704813514"
"WC048";"GDP_PER_MUNICIPALITY";"2024";"GDP per municipality";"Trade Balance";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"55.77";"55.770047228055304"
"WC048";"INFANT_MORTALITY_RATE";"2024";"Infant mortality rate";"Social And Health";"Stats SA
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"59.43";"59.42787793870865"
"WC048";"LIFE_EXPECTANCY_RATE";"2024";"Life expectancy rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"58.97";"58.96903390692458"
"WC048";"CHILD_MORTALITY_RATE";"2024";"Child mortality rate";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Stats SA
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"74.48";"74.4792806136283"
"WC048";"LITERACY_RATE_PER_MUNICIPALITY";"2024";"Literacy rate per municipality";"Education";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"29.10";"29.099192404238163"
"WC048";"CRIME_RATES";"2024";"Crime rates";"Safety And Security";"Stats SA
Quantec";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"53.24";"53.235560926455335"
"WC048";"LIFE_EXPECTANCY_PER_MUNICIPALITY";"2024";"Life expectancy per municipality";"Life Expectancy";"Stats SA
Quantec";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"66.20";"66.19678811279547"
"WC048";"TOTAL_POPULATION_PER_MUNICIPALITY";"2024";"Total population per municipality";"Population Dynamics";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"64.32";"64.32025693115047"
"WC048";"POPULATION_GROWTH_RATE_PER_MUNICIPALITY";"2024";"Population growth rate per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"41.36";"41.36066646991479"
"WC048";"POPULATION_DISTRIBUTION_PER_MUNICIPALITY_BLACK_AFRICAN_COLOUREDS_WHITE_INDIAN_OR_ASIAN";"2024";"Population distribution per municipality (Black African, Coloureds, White, Indian or Asian)";"Population Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"-1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"40.49";"40.4889737835243"
"WC048";"GENDER_DISTRIBUTION_PER_MUNICIPALITY_MALE_FEMALE";"2024";"Gender distribution per municipality (male / female)";"Gender Distribution";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"53.22";"53.215103752226014"
"WC048";"CHILDREN_POPULATION_PER_MUNICIPALITY";"2024";"Children population per municipality";"Age Structure";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"47.49";"47.49281530925015"
"WC048";"YOUTH_POPULATION_PER_MUNICIPALITY_15_34";"2024";"Youth population per municipality (15-34)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"48.44";"48.43583456783603"
"WC048";"ADULT_POPULATION_AGED_35_59_PER_MUNICIPALITY";"2024";"Adult population aged 35 – 59 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"26.56";"26.558785030464673"
"WC048";"POPULATION_AGED_ABOVE_60_PER_MUNICIPALITY";"2024";"Population aged above 60 per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"38.81";"38.81287326913374"
"WC048";"WORKING_AGE_POPULATION_15_64_PER_MUNICIPALITY";"2024";"Working age population ( 15 – 64) per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"49.81";"49.80957452858819"
"WC048";"IN_MIGRATION_PER_MUNICIPALITY";"2024";"In-migration per municipality";"Migration";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"44.88";"44.88238568393282"
"WC048";"OUT_MIGRATION_PER_MUNICIPALITY";"2024";"Out-migration per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Census 2022
Mid-year population estimates 2025";"minmax";"1";"Knysna";"Western Cape";"B";"WC";"Garden Route";"45.26";"45.25947907187645"
"WC051";"TOTAL_NUMBER_OF_HOUSEHOLDS_PER_MUNICIPALITY";"2024";"Total number of households per municipality";"Household And Living Conditions";"General Household Survey (2024)
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"51.94";"51.93984016108521"
"WC051";"AVERAGE_HOUSEHOLD_SIZE_PER_MUNICIPALITY";"2024";"Average household size per municipality";"Dwelling Type";"General Household Survey (2024)
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"55.19";"55.19211799302497"
"WC051";"PERCENTAGE_OF_HOUSEHOLDS_WITH_FORMAL_DWELLINGS_PER_MUNICIPALITY";"2024";"Percentage of households with formal dwellings per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"General Household Survey (2024)
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"39.68";"39.68439581137225"
"WC051";"PERCENTAGE_OF_HOUSEHOLD_WITH_ACCESS_TO_WATER_SANITATION_ELECTRICITY_AND_WASTE_COLLECTION_PER_MUNICIPALITY";"2024";"Percentage of household with access to water, sanitation, electricity, and waste collection per municipality";"Access To Service Access And Quality";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"54.56";"54.56109373581215"
"WC051";"WATER_AND_SANITATION_QUALITY_WATER_PER_MUNICIPALITY_BLUE_DROP_GREEN_DROP_STATUS";"2024";"Water and sanitation quality water per municipality (blue drop, green drop status)";"Quality Of Basic Services";"Blue drop report 2024";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"50.94";"50.93826231731906"
"WC051";"NUMBER_OF_CONSUMER_UNITS_USING_THE_BUCKET_TOILET_SYSTEM_PROVIDED_BY_MUNICIPALITIES_IN_EACH_PROVINCE";"2024";"Number of consumer units using the bucket toilet system provided by municipalities in each province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"37.82";"37.821126431622346"
"WC051";"NUMBER_OF_MUNICIPALITIES_THAT_PROVIDE_SERVICES";"2024";"Number (%) of municipalities that provide services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"65.62";"65.62329108890839"
"WC051";"WATER_SANITATION_ELECTRICITY_WASTE";"2024";"water, sanitation, electricity, waste";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"35.83";"35.827444825506106"
"WC051";"NUMBER_OF_CONSUMER_UNITS_RECEIVING_WATER_SERVICES_AND_FREE_BASIC_WATER_SERVICES_FROM_MUNICIPALITIES";"2024";"Number of consumer units receiving water services and free basic water services from municipalities";"Free Basic Services";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"39.91";"39.91082814770851"
"WC051";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WITH_A_POLICY_IN_PLACE_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERVICES";"2024";"Number of municipalities in each province with a policy in place relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"54.45";"54.45033898625528"
"WC051";"NUMBER_OF_MUNICIPALITIES_IN_EACH_PROVINCE_WHICH_HAVE_IMPLEMENTED_THE_POLICY_RELATING_TO_THE_PROVISION_OF_FREE_BASIC_SERV";"2024";"Number of municipalities in each province which have implemented the policy relating to the provision of free basic services";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"71.81";"71.81466458907379"
"WC051";"NUMBER_OF_INDIGENT_HOUSEHOLDS_IN_EACH_PROVINCE_BENEFITING_FROM_AN_INDIGENT_SUPPORT_SYSTEM";"2024";"Number of indigent households in each province benefiting from an indigent support system";"Indigent Support";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"-1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"47.64";"47.64049872574852"
"WC051";"NUMBER_OF_VACANT_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_SECTION_54A_AND_56_OF_LOCAL_GOVERNMENT_MUNICIPAL_SYSTEM_A";"2024";"Number of vacant managerial positions by province according to Section 54A and 56 of Local Government Municipal System Act, 2000 (Act No.32 of 2000)";"Municipal Vacancies";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"36.22";"36.21866938249424"
"WC051";"NUMBER_OF_MANAGERIAL_POSITIONS_BY_PROVINCE_ACCORDING_TO_ORGANOGRAM_EXCLUDING_SECTION_56_MANAGERS";"2024";"Number of managerial positions by province according to organogram (excluding Section 56 managers)";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"47.67";"47.66723056361217"
"WC051";"NUMBER_OF_COUNCILLORS_PER_MUNICIPALITY";"2024";"Number of councillors per municipality";"Indicators For Need Municipal Profiling And Provincial Differentiation";"IEC
Non-financial census of municipalities for the year ended 30 June 2023";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"42.55";"42.550266601594465"
"WC051";"EMPLOYMENT_POSITIONS_INCLUDING_MANAGERIAL_POSITIONS_BY_PROVINCE";"2024";"Employment positions including managerial positions by province";"Indicators For Need Municipal Profiling And Provincial Differentiation";"Municipalities 
Non-financial census of municipalities for the year ended 30 June 2023
Quantec";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"65.01";"65.0083921057117"
"WC051";"AN_ALTERNATIVE_DIFFERENTIATION_APPROACH";"2024";"An alternative differentiation approach";"An Alternative Differentiation Approach
Analysis Of Disparities In Service Delivery Between Different Municipalities, Such As Urban Versus Rural Areas. (Apply The Miif Model And Identify Characteristics Predominant In Each Municipal Type)";"An alternative differentiation approach
Analysis of disparities in service delivery between different municipalities, such as urban versus rural areas. (Apply the MIIF model and identify characteristics predominant in each municipal type)";"minmax";"1";"Laingsburg";"Western Cape";"B";"WC";"Central Karoo";"47.87";"47.87112966741751"
